test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
TCONS_00000664	XLOC_000397	ZNF345	chr19:37288451-37407193	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000665	XLOC_000397	ZNF345	chr19:37288451-37407193	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000666	XLOC_000397	ZNF345	chr19:37288451-37407193	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000667	XLOC_000397	ZNF345	chr19:37288451-37407193	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000668	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000669	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000670	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000671	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000672	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000673	XLOC_000398	ZNF568	chr19:37407230-37488834	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000674	XLOC_000399	ZNF420	chr19:37569381-37620651	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000675	XLOC_000400	ZNF383	chr19:37717365-37734574	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000676	XLOC_000401	HKR1	chr19:37825579-37855357	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000677	XLOC_000402	ZNF527	chr19:37862058-37883966	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000678	XLOC_000403	ZNF570	chr19:37959981-37976242	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000679	XLOC_000404	ZNF793	chr19:37997840-38034239	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000680	XLOC_000405	LOC100507433	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000681	XLOC_000405	LOC100507433	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000682	XLOC_000405	LOC100507433	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000683	XLOC_000405	LOC100507433	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000684	XLOC_000405	ZNF540	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000685	XLOC_000405	ZNF540	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000686	XLOC_000405	ZNF540	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000687	XLOC_000406	LOC644554	chr19:38308050-38345836	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000688	XLOC_000407	SIPA1L3	chr19:38397867-38699008	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000689	XLOC_000408	SPINT2	chr19:38755097-38783254	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000690	XLOC_000408	SPINT2	chr19:38755097-38783254	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000691	XLOC_000409	C19orf33	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000692	XLOC_000410	KCNK6	chr19:38810483-38819649	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000693	XLOC_000411	CATSPERG	chr19:38826442-38861589	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000694	XLOC_000412	PSMD8	chr19:38865189-38874464	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000695	XLOC_000413	SPRED3	chr19:38880938-38886871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000696	XLOC_000413	SPRED3	chr19:38880938-38886871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000697	XLOC_000414	FAM98C	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000698	XLOC_000415	RYR1	chr19:38924339-39078204	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000699	XLOC_000415	RYR1	chr19:38924339-39078204	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000700	XLOC_000416	EIF3K	chr19:39109721-39127595	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000701	XLOC_000417	ACTN4	chr19:39138266-39235114	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000702	XLOC_000418	LGALS7B	chr19:39279849-39282394	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000703	XLOC_000419	NFKBIB	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000704	XLOC_000419	NFKBIB	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000705	XLOC_000419	NFKBIB	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000706	XLOC_000420	MRPS12	chr19:39405903-39423659	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000707	XLOC_000420	MRPS12	chr19:39405903-39423659	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000708	XLOC_000420	MRPS12	chr19:39405903-39423659	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000709	XLOC_000421	PAPL	chr19:39574944-39602128	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000710	XLOC_000422	PAK4	chr19:39616419-39670046	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000711	XLOC_000422	PAK4	chr19:39616419-39670046	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000712	XLOC_000422	PAK4	chr19:39616419-39670046	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000713	XLOC_000422	PAK4	chr19:39616419-39670046	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000714	XLOC_000422	PAK4	chr19:39616419-39670046	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000715	XLOC_000423	NCCRP1	chr19:39687603-39692522	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000716	XLOC_000424	IL28A	chr19:39759156-39760732	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000717	XLOC_000425	IL29	chr19:39786964-39789312	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000718	XLOC_000426	SAMD4B	chr19:39833107-39875537	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000719	XLOC_000427	MED29	chr19:39881962-39891203	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000720	XLOC_000428	ZFP36	chr19:39897486-39900045	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000721	XLOC_000429	PLEKHG2	chr19:39903749-39919055	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000722	XLOC_000430	SUPT5H	chr19:39936185-39967308	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000723	XLOC_000430	SUPT5H	chr19:39936185-39967308	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000724	XLOC_000430	SUPT5H	chr19:39936185-39967308	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000725	XLOC_000430	SUPT5H	chr19:39936185-39967308	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000726	XLOC_000431	TIMM50	chr19:39971051-39981528	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000727	XLOC_000432	DLL3	chr19:39989556-39999121	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000728	XLOC_000432	DLL3	chr19:39989556-39999121	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000729	XLOC_000433	SELV	chr19:40005752-40011326	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000730	XLOC_000434	LGALS13	chr19:40093168-40098114	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000731	XLOC_000435	LOC100129935	chr19:40129324-40133041	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000732	XLOC_000436	LGALS16	chr19:40146557-40151287	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000733	XLOC_000437	LGALS17A	chr19:40170013-40177013	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000734	XLOC_000438	LGALS14	chr19:40194945-40200088	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000735	XLOC_000438	LGALS14	chr19:40194945-40200088	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000736	XLOC_000439	LEUTX	chr19:40267233-40276775	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000737	XLOC_000440	PSMC4	chr19:40477072-40487353	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000738	XLOC_000440	PSMC4	chr19:40477072-40487353	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000739	XLOC_000441	ZNF546	chr19:40502942-40523514	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000740	XLOC_000442	MAP3K10	chr19:40697650-40721482	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000741	XLOC_000443	PLD3	chr19:40826966-40884390	Adrena	Brain	NOTEST	36.3063	0	-inf	0	1	1	no
TCONS_00000742	XLOC_000443	PLD3	chr19:40826966-40884390	Adrena	Brain	NOTEST	0.00953295	0	-inf	0	1	1	no
TCONS_00000743	XLOC_000444	SPTBN4	chr19:40973125-41082365	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000744	XLOC_000444	SPTBN4	chr19:40973125-41082365	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000745	XLOC_000444	SPTBN4	chr19:40973125-41082365	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000746	XLOC_000445	SHKBP1	chr19:41082756-41097305	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000747	XLOC_000446	LTBP4	chr19:41099071-41135725	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000748	XLOC_000446	LTBP4	chr19:41099071-41135725	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000749	XLOC_000446	LTBP4	chr19:41099071-41135725	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000750	XLOC_000447	ITPKC	chr19:41223007-41255828	Adrena	Brain	NOTEST	0	18.5672	inf	0	1	1	no
TCONS_00000751	XLOC_000448	SNRPA	chr19:41256758-41271297	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000752	XLOC_000449	MIA	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000753	XLOC_000449	RAB4B-EGLN2	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000754	XLOC_000449	MIA	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000755	XLOC_000449	MIA-RAB4B	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000756	XLOC_000449	RAB4B	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000757	XLOC_000449	RAB4B-EGLN2	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000758	XLOC_000449	EGLN2	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000759	XLOC_000449	EGLN2	chr19:41281081-41314346	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000760	XLOC_000450	CYP2G1P	chr19:41396730-41406413	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000761	XLOC_000451	CYP2B7P1	chr19:41430169-41456565	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000762	XLOC_000452	CYP2B6	chr19:41497203-41524301	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000763	XLOC_000453	CYP2A13	chr19:41594355-41602100	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000764	XLOC_000454	CYP2F1	chr19:41620352-41634281	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000765	XLOC_000455	CYP2S1	chr19:41699114-41713444	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000766	XLOC_000456	AXL	chr19:41725107-41767671	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000767	XLOC_000456	AXL	chr19:41725107-41767671	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000768	XLOC_000457	HNRNPUL1	chr19:41768390-41813811	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000769	XLOC_000457	HNRNPUL1	chr19:41768390-41813811	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000770	XLOC_000458	CCDC97	chr19:41816093-41830788	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000771	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000772	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000773	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000774	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000775	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000776	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000777	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000778	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000779	XLOC_000459	TMEM91	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000780	XLOC_000460	BCKDHA	chr19:41903693-41930910	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000781	XLOC_000460	BCKDHA	chr19:41903693-41930910	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000782	XLOC_000461	C19orf69	chr19:41949062-41950670	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000783	XLOC_000462	CEACAM21	chr19:42082530-42093197	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000784	XLOC_000462	CEACAM21	chr19:42082530-42093197	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000785	XLOC_000463	CEACAM5	chr19:42212529-42234437	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000786	XLOC_000464	CEACAM6	chr19:42259397-42276113	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000787	XLOC_000465	CEACAM3	chr19:42300533-42315591	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000788	XLOC_000466	DMRTC2	chr19:42349085-42356397	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000789	XLOC_000467	RPS19	chr19:42363987-42375484	Adrena	Brain	NOTEST	111.314	0	-inf	0	1	1	no
TCONS_00000790	XLOC_000468	CD79A	chr19:42381189-42385439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000791	XLOC_000468	CD79A	chr19:42381189-42385439	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000792	XLOC_000469	ARHGEF1	chr19:42387266-42411604	Adrena	Brain	NOTEST	0.0543901	0	-inf	0	1	1	no
TCONS_00000793	XLOC_000469	ARHGEF1	chr19:42387266-42411604	Adrena	Brain	NOTEST	8.15169	0	-inf	0	1	1	no
TCONS_00000794	XLOC_000469	ARHGEF1	chr19:42387266-42411604	Adrena	Brain	NOTEST	0.0157542	0	-inf	0	1	1	no
TCONS_00000795	XLOC_000470	ZNF574	chr19:42580289-42585720	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000796	XLOC_000471	LOC100505622	chr19:42636780-42641251	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000797	XLOC_000472	ZNF526	chr19:42724491-42732353	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000798	XLOC_000473	CIC	chr19:42788816-42799949	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000799	XLOC_000474	PRR19	chr19:42801184-42814973	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000800	XLOC_000475	TMEM145	chr19:42817476-42829214	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000801	XLOC_000476	MEGF8	chr19:42829760-42882921	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000802	XLOC_000477	LOC100289650	chr19:43326014-43331030	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000803	XLOC_000478	PRG1	chr19:43853207-43853700	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000804	XLOC_000479	CD177	chr19:43857824-43867480	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000805	XLOC_000480	TEX101	chr19:43892762-43922767	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000806	XLOC_000480	TEX101	chr19:43892762-43922767	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000807	XLOC_000481	ZNF575	chr19:44037339-44040284	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000808	XLOC_000482	LOC390940	chr19:44080951-44086256	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000809	XLOC_000482	LOC390940	chr19:44080951-44086256	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000810	XLOC_000483	ZNF576	chr19:44100543-44104587	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000811	XLOC_000483	ZNF576	chr19:44100543-44104587	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000812	XLOC_000484	SRRM5	chr19:44111375-44124014	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000813	XLOC_000485	IRGC	chr19:44220213-44224169	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000814	XLOC_000486	ZNF283	chr19:44331472-44353050	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000815	XLOC_000487	ZNF221	chr19:44455396-44471752	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000816	XLOC_000488	ZNF155	chr19:44488354-44502477	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000817	XLOC_000488	ZNF155	chr19:44488354-44502477	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000818	XLOC_000489	ZNF230	chr19:44507076-44518072	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000819	XLOC_000490	ZNF222	chr19:44529493-44537262	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000820	XLOC_000490	ZNF222	chr19:44529493-44537262	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000821	XLOC_000491	ZNF223	chr19:44556163-44572142	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000822	XLOC_000492	ZNF284	chr19:44576296-44591623	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000823	XLOC_000493	ZNF224	chr19:44598481-44617336	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000824	XLOC_000494	ZNF225	chr19:44617547-44637255	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000825	XLOC_000495	ZNF234	chr19:44645709-44664462	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000826	XLOC_000495	ZNF234	chr19:44645709-44664462	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000827	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000828	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000829	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000830	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000831	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000832	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000833	XLOC_000496	ZNF226	chr19:44669214-44681838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000834	XLOC_000497	ZNF227	chr19:44716690-44741421	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000835	XLOC_000498	ZNF233	chr19:44764032-44779470	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000836	XLOC_000498	ZNF233	chr19:44764032-44779470	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000837	XLOC_000499	IGSF23	chr19:45116939-45140081	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000838	XLOC_000500	PVR	chr19:45147097-45169428	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000839	XLOC_000500	PVR	chr19:45147097-45169428	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000840	XLOC_000500	PVR	chr19:45147097-45169428	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000841	XLOC_000500	PVR	chr19:45147097-45169428	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000842	XLOC_000501	CEACAM19	chr19:45174723-45187627	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000843	XLOC_000501	CEACAM19	chr19:45174723-45187627	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000844	XLOC_000502	CEACAM16	chr19:45202420-45213986	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000845	XLOC_000503	BCL3	chr19:45251977-45263301	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000846	XLOC_000504	CBLC	chr19:45281125-45303903	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000847	XLOC_000504	CBLC	chr19:45281125-45303903	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000848	XLOC_000505	BCAM	chr19:45312337-45324678	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000849	XLOC_000505	BCAM	chr19:45312337-45324678	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000850	XLOC_000506	PVRL2	chr19:45349392-45392485	Adrena	Brain	NOTEST	12.2922	0	-inf	0	1	1	no
TCONS_00000851	XLOC_000506	PVRL2	chr19:45349392-45392485	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000852	XLOC_000507	TOMM40	chr19:45394476-45406946	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000853	XLOC_000507	TOMM40	chr19:45394476-45406946	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000854	XLOC_000507	TOMM40	chr19:45394476-45406946	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000855	XLOC_000508	APOE	chr19:45409038-45412650	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000856	XLOC_000509	APOC1	chr19:45417920-45422606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000857	XLOC_000510	APOC1P1	chr19:45430059-45434643	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000858	XLOC_000510	APOC1P1	chr19:45430059-45434643	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000859	XLOC_000510	APOC1P1	chr19:45430059-45434643	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000860	XLOC_000511	APOC4	chr19:45445494-45452822	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000861	XLOC_000511	APOC4-APOC2	chr19:45445494-45452822	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000862	XLOC_000511	APOC2	chr19:45445494-45452822	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000863	XLOC_000512	CLPTM1	chr19:45457841-45496604	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000864	XLOC_000512	CLPTM1	chr19:45457841-45496604	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000865	XLOC_000512	CLPTM1	chr19:45457841-45496604	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000866	XLOC_000513	RELB	chr19:45504706-45541456	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000867	XLOC_000514	CLASRP	chr19:45542297-45574214	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000868	XLOC_000515	GEMIN7	chr19:45582517-45594782	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000869	XLOC_000515	GEMIN7	chr19:45582517-45594782	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000870	XLOC_000515	GEMIN7	chr19:45582517-45594782	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000871	XLOC_000516	PPP1R37	chr19:45596430-45650543	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000872	XLOC_000517	BLOC1S3	chr19:45682002-45685058	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000873	XLOC_000518	MARK4	chr19:45754515-45808541	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000874	XLOC_000518	MARK4	chr19:45754515-45808541	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000875	XLOC_000519	KLC3	chr19:45843997-45873845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000876	XLOC_000520	CD3EAP	chr19:45882891-45927177	Adrena	Brain	NOTEST	6.30971	0	-inf	0	1	1	no
TCONS_00000877	XLOC_000521	FOSB	chr19:45971252-45978437	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000878	XLOC_000521	FOSB	chr19:45971252-45978437	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00000879	XLOC_000522	PPM1N	chr19:46001730-46005764	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
